Satisfaction,Segment,Reclamations,Revenu,behavior_score_1,behavior_score_2,behavior_score_3,behavior_score_4,behavior_score_5,behavior_score_6,behavior_score_7,behavior_score_8,behavior_score_9,behavior_score_10,behavior_score_11,behavior_score_12,behavior_score_13,behavior_score_14,behavior_score_15,behavior_score_16,behavior_score_17,behavior_score_18,behavior_score_19,behavior_score_20,behavior_score_21,behavior_score_22,behavior_score_23,behavior_score_24,behavior_score_25,behavior_score_26,behavior_score_27,behavior_score_28,behavior_score_29,behavior_score_30,behavior_score_31,behavior_score_32,behavior_score_33,behavior_score_34,behavior_score_35,behavior_score_36,behavior_score_37,behavior_score_38,behavior_score_39,behavior_score_40,behavior_score_41,behavior_score_42,behavior_score_43,behavior_score_44,behavior_score_45,behavior_score_46,behavior_score_47,behavior_score_48,behavior_score_49,behavior_score_50,Churn_Y
4.031384441857476,Segment_B,3,44438.98768625045,44284.82761104945,44591.64019223118,44617.26397094152,44323.715806580876,45426.8040952597,43264.26452350615,47590.58324658251,40669.78623755483,41459.89784958099,44848.59367949866,47818.39402142828,41561.89646230954,43921.71607535842,48205.712812885686,43682.3405026189,38156.64977047872,48087.4323950008,49259.013313066724,44479.24769043106,48577.23451772162,50873.70244745567,51240.81955136923,36637.74187518152,49344.77616143968,30784.462932136576,57167.471499145504,52339.018599922085,51801.21510847511,51935.22196938257,39621.137273141525,47565.13584239438,36404.548929806166,50923.24597004518,35820.58501259679,39003.2156711237,46681.10388137721,47509.042398311096,46712.4211264996,40453.98281540508,37266.97548719217,24553.41317438988,39312.233605495334,46124.88900184099,48518.41393428149,44161.42016201861,30705.587039640977,33499.15267960303,68696.14530454016,33980.49343321999,50178.79095841283,0
1.0575739545190235,Segment_B,4,44411.242957156916,44093.47890059023,44613.804554402035,44281.31858642537,45790.370948699725,47426.54976530644,43608.11277737031,46196.70861559525,42036.13542938811,38598.438356185216,43315.27830322059,46366.58188952082,42673.3662773016,40610.578668941416,43283.41423595242,42286.83535751984,29917.584609216952,48073.990158267385,37870.9145390407,40647.41246215827,41393.39433384886,57568.43242623744,40069.53490173281,48707.95040206877,47353.21557260964,46436.67314509258,38693.5855920698,48587.83047355296,31294.699888645297,45621.06842544165,49014.73913541367,42295.713739590225,43063.642391665686,52438.14954851484,29121.280160481223,43486.28489485165,47734.15081388895,44506.215454307196,49803.87937378337,50262.916444589355,48853.785636457804,41589.84027533467,37673.308904518446,42585.56073872328,35756.16506026586,48315.222544259705,51996.870927962496,45524.636001076906,56540.324466157115,38759.726836193666,61285.23113670552,0
1.464290562027665,Segment_A,6,52903.54725879241,52884.74352961046,52656.421079118925,52387.2514526002,52059.73554864134,52638.126417551335,49502.37394309045,52171.377776535905,55161.398109964124,53952.70949102601,53457.58817638714,55472.138810142314,49471.56426906105,57221.1618690116,49160.5399120482,43996.69811210137,53786.025073610144,55139.77352672202,56849.67350175164,56886.869253946854,54484.470550778766,42911.852391693275,58543.41375743207,57247.301389922904,50687.32626659244,38561.63494314408,67084.43025474343,60828.76636621949,65532.273817596,39183.67786373073,70319.93361933448,45240.94722995281,55856.62887340869,43064.30677792736,51966.730662575865,75687.8814336381,41071.93785926033,35466.76308469479,45544.02563758891,37027.40109330737,59915.317256016126,49845.57225746228,56620.18760072356,46765.78603112919,49792.15882668438,36988.08012626502,77763.28262866994,43864.3014006016,53237.5693500186,46861.480692195764,26761.967650576793,1
1.184010568087011,Segment_A,0,27040.637064106424,27327.179760256797,26748.07332966293,26548.46401699007,26998.65087551007,25843.191197298744,26226.485689458084,26307.195885037723,24682.66731961448,33771.73576117496,22999.258195517334,25221.724200222263,27482.25020168769,26571.15052468739,18003.012378523345,30406.233216635326,35683.09073535852,27140.68201834577,27117.711630423168,29440.182847125947,28805.981838187385,15197.11343773044,19833.873321497358,21490.858322452477,21002.81931528636,26525.88171846541,33086.84991757773,31269.991686171306,24267.628274788243,20056.064401734096,34380.146266104784,20352.919165628995,22004.793731942736,31200.53333876684,26148.796710579176,12091.969376825233,17528.492896396936,42087.49665049129,8104.286126640658,29651.527804654477,25834.928417245963,34747.984802442195,8175.190734855503,16383.792370988831,14639.722269891454,24075.099457368462,9078.722901420453,36333.30331328564,46495.26389991923,42058.494929980094,33182.21502374021,0
1.1629152092758805,Segment_D,2,29300.986009843607,29005.268195942943,29041.451097151836,29271.50806664921,31425.94677260622,27232.007167821816,24938.003221911487,28625.552402287103,28761.86644985075,29284.594548685895,26386.143894311652,26600.929694549995,35149.82846033403,20827.574780388866,26280.542069025443,24473.642394014478,35247.928503952906,32732.57831327439,24149.713145101727,32105.493443402564,27894.539207945676,41088.066614685835,35176.61951536457,35478.93848210554,22916.883369402716,19038.62321859753,33614.698679492,20361.260398747618,27522.983361621722,28657.422096572518,28868.189443866653,48364.23850065272,42282.13172696819,20821.65345949254,34893.84621089949,9856.637328309691,48727.216208037775,22520.466208007376,35038.05954798796,35758.051880162806,28612.297573825097,29861.421747888955,45440.82467584437,20438.504123720093,44075.018921689676,37529.58762015973,3729.330945857153,43780.2001272802,7520.5689095397975,23733.216411778136,25150.909434056426,0
4.421842336044029,Segment_A,1,43252.549649108325,43403.76360376368,43489.220934535304,42763.46735508794,42500.189179763,42156.154589195445,40401.52456683402,47613.72041458609,44572.67468676725,45516.47474012776,46853.7913729416,43241.413939652186,44415.63503232603,46557.49418999497,42365.80264603201,44329.1605376085,44258.91484242653,46270.80173118935,41054.55355930371,40254.15104590312,38549.95565558995,45707.11896654502,44386.68929174563,38894.66331786754,47103.23447079888,58157.119643339385,45077.940393062876,40573.15693205511,37979.584837998475,42594.258891473604,41604.19540962867,43258.89986541291,47323.591519685455,44219.486378916845,52938.4142770261,51480.2411294937,35312.37847366526,48852.31379495982,19729.753710842542,51211.24308759459,48179.15067303972,50920.45744995129,34868.22869267712,25830.37770908384,39365.733648946276,22255.004242251554,41529.11063127739,51706.59298066784,24090.395757942988,73867.65638412235,44953.46552860866,0
3.8146314375200947,Segment_A,8,37846.026555986915,37686.94927047518,37593.43586749476,37204.46535157747,40020.96482558323,37796.33609667622,39214.77293704665,38648.091005673174,35521.99986431419,38066.96582406534,35875.34371907273,37284.41730165465,36937.55394833228,35758.24663076662,33699.87254195194,47179.3985698618,35486.172864953085,36040.41893018769,41552.1462235531,25571.971912720823,33702.78024208936,32375.782345165804,41497.48460788649,39592.86669844898,46694.68617390816,44681.246972297326,35907.50333500621,31526.413610135467,35426.50001504147,55007.14349405824,34635.96834836807,45119.83557022949,38224.71821909802,25327.492327132757,37239.99170700747,30720.27441239883,55733.07567820571,20496.345753046,34228.230944422015,15186.019936708075,35073.19282649475,46498.340193595315,46942.01047250749,36867.28484215011,57022.39975165253,40557.43531304899,38062.65614020398,60670.93227520515,6483.29121238341,44179.704115507964,44730.93658110128,0
2.8966953163493008,Segment_B,9,53770.96799114328,53533.10614146458,53944.83290528113,53866.75519606599,54620.270313689856,56462.80478641996,55185.40827671478,54674.05545024453,54023.869205893585,53503.9659275272,50630.23504309746,52275.315428363276,52720.44742304733,53417.88819015706,53219.68872935561,49633.737329004376,57645.156455002376,50845.59894936909,54342.79803796555,60024.738448139346,48273.81649825583,57139.13123371462,46012.04359401926,59431.34167816923,49182.35221253596,54564.12142567938,63135.11492723949,64548.624713859506,65686.6312903868,41712.872892272004,64396.73620321258,46415.60374163504,39986.23656200542,36019.21411105097,72697.10180204477,50429.47394984577,51145.90704322993,40678.96571510692,64500.441268330935,44863.11133437868,70489.14308636215,80276.59072295594,37768.98566398045,32038.756244922894,73950.43961828327,55131.64747184817,56788.46642439399,59634.12346646362,43699.39861336794,35018.43288920603,50947.93140955097,0
1.391336642604006,Segment_D,5,39103.71109374547,39071.6019857591,40348.95157293273,38874.231598066704,38428.75096267235,38327.29414519121,39869.53470495841,41267.30634721234,35902.04990594178,41585.21759781244,40713.66935132733,41401.789670352635,33476.22418243751,40398.434382964624,39426.4890021723,27717.41724138699,34430.68933516402,39623.178199581605,42259.541188296884,36374.33759449757,34112.777844362805,22498.500337939142,33196.25013471988,38871.78439728985,42404.095359316154,48581.51117615549,40198.518078560235,29409.723057692347,18206.118378850802,43502.33749771758,33457.890080183744,31851.07869388423,26471.8792560414,35313.82091657708,41390.90548800545,30901.569123368772,39128.420804095316,55033.18122511228,41291.34528269808,28828.031035710912,49175.9004645247,35225.562233726145,47531.09673862782,41566.53425519934,38033.904359418455,39661.0917441759,32944.48798351151,21945.467477949114,41432.16987829391,37214.08058294171,37549.90829265876,1
2.9664635004673294,Segment_A,9,33052.3555839765,32741.78288725069,33575.03040603552,34405.94927370092,33811.244870843126,33388.03751143485,31311.79852634392,33553.81281793218,31609.07323849359,32268.614314667146,36609.46804796549,36204.86277225919,36231.550781706275,33795.30433511486,32107.960460382572,31765.336585516005,35338.87287688636,40952.35835660196,43725.134740360125,28134.533728930714,32649.285843680373,33073.621275538615,36994.06182444884,36190.06787775033,18025.76105004161,26704.985752983484,17709.211895996716,40291.3068680283,43778.86482711728,46007.639626432625,33459.35996497635,43114.81431000096,35750.044386681846,31827.439015855627,29518.805222706127,30324.454105917623,44612.29931445974,29197.300176544446,55263.46173458037,34221.032950564295,43526.24779604412,21477.77636578004,41518.85764243917,32583.690740230293,19740.832314351486,47054.000715862785,30283.533260185544,52275.964424867096,34533.51910620211,23472.731288277195,29844.228070656918,1
2.8938870831222627,Segment_B,2,67587.78522705864,67421.6904354545,67392.17110775794,65201.91239950493,68754.85056661072,67563.15088294951,67501.90478600308,67043.79672083516,68355.26186900074,68309.74447505278,69744.64515905385,67879.52795182174,67307.57131781256,70354.6473139009,64857.77438760011,72542.10358455221,70014.04199105845,61268.33914122375,59140.88052381897,71540.61502496841,63293.225292394134,69653.05861597008,61328.68839917892,64024.4206842344,63378.537566326806,71663.88056708434,58873.73082574402,74820.71157493968,70427.182468313,87349.39801223697,68048.56634398841,55036.7264596294,47114.86721597222,63650.756260274065,51149.7981642098,84372.43540407023,81324.22338399614,83719.14301113089,79274.02956649086,73212.49681034406,55993.90454661364,70614.61369545048,72428.73133433294,69483.25057624692,40053.93324097859,72102.70517751368,72659.42889251896,59055.08230501408,69738.30874632092,35330.36292070428,82142.52825388286,0
1.6928074796400607,Segment_C,7,47290.68439416157,46931.32102638492,48011.41274745994,48273.040560891786,48036.856348822206,49073.274304333696,47284.19982379855,46878.349711083116,43467.49943368557,48159.26847089081,50278.827451579025,52166.53366164394,46640.95670523532,45592.28754893918,47999.03401642183,56103.24793815424,52379.69195015619,39806.30553882413,56023.63229899215,45056.21234662253,51382.99678843729,53113.5862732499,50347.84592201578,45935.0649685077,47067.06007749108,48789.262647051924,45841.087527058145,62110.60802806188,37151.70255216096,43772.42681246111,42774.626658857786,43429.196352642546,57012.003526744666,35568.78186775823,44611.55728693666,55713.033209651825,46093.908743147425,46422.32407861202,39836.242767250005,64802.19616127956,46338.02330129314,37422.64006034519,34760.885019484194,40555.18714090367,27859.795030207926,67244.65502197357,61648.63071266035,60127.58523972811,26971.466026809994,70802.90721383427,53572.083796074025,1
2.735406596951892,Segment_A,7,50810.338456255085,51399.75599613,50565.49323244215,51931.81512950295,48926.06879238654,54600.73709506552,48725.28201570851,50659.97581148555,51867.477827360046,49006.49423141885,48539.9531905467,47042.76437961452,62305.52570049658,52811.45106914181,52666.489184446604,45277.36528121921,64056.70664302826,51650.61874656132,51373.860518880436,56851.97584532083,59733.815388270654,44422.7939568121,41787.228933617465,49389.90838318074,44260.61785398588,52790.48906625761,53228.33052494642,47491.87705595616,41777.71435464149,55085.77469492082,38458.14852529818,51126.793379226845,49292.06155028081,46851.33774115683,47379.1916130615,59863.685331068344,46617.313478222466,30365.27317642287,51121.710986561484,45019.24233594863,47204.74707160664,69038.45590802448,53954.64564519085,90501.83723158357,32675.718767592774,37396.879995735595,23830.665425862782,72999.99090968209,62375.766749897004,61146.53382688914,54119.091522315495,0
2.5940189375894938,Segment_C,1,32903.02176543852,32913.60083103004,31680.147044331807,31036.970556271186,32030.45715444868,32106.71860605804,35609.13870861939,32824.85506876785,32855.891048014484,35581.53610918713,28637.58976521299,32263.94554981545,33978.53223555499,31890.789722861242,28323.345640178566,35138.16827000287,34786.6184078966,33162.54904490421,28049.587904493626,36419.9556780257,29422.70231721826,33442.85088227968,38500.97156903853,27751.63117431087,26160.17586695343,42445.67301623928,32461.63155201933,38672.83125803783,46984.723193987425,37859.93687306675,35809.792297997534,33938.78696255101,64036.71427354796,35569.03981598779,42698.13068750952,18032.637679615742,32299.080921398618,42804.97212246062,32362.99575643195,27081.423535220718,20835.80525716493,29419.439886412158,17996.51383778522,50448.51687776456,51098.82084793039,34738.00342288622,27811.657506804342,39342.32271673715,36353.65802808009,40741.169338558415,13838.745949054279,0
3.463400392208866,Segment_A,5,43467.40730569781,43257.489653300036,42862.55551914737,43158.98847102549,43170.384943036006,42733.24814192048,45046.65942873402,44995.42934733546,44793.383196298964,42995.01596262021,47971.40826156427,41101.89364770855,40760.959525355145,46348.768181159074,49393.32330063214,41373.510250187566,41024.381902301815,44351.44979398689,36283.71372670726,47363.75244794053,44903.834308910074,37637.23216152241,35332.753428225646,42247.66558019891,38659.39449912183,48961.098076546325,52975.37946608838,61948.78718166244,35525.14951417887,45168.09837021144,42918.37155899936,41801.83975504756,65623.40331161246,43022.96630748469,48184.74027117972,31380.29307189268,47117.348610604684,36919.60257861056,25430.592203551958,56918.56992657915,47789.37751304701,36510.81798084773,40282.590291485874,27412.809054604884,44996.2918570935,44607.7089219621,46417.96866208448,22371.568040076247,54023.38895880819,45898.84111210346,37788.7111575005,0
3.540374603470575,Segment_B,6,51331.07107651839,51395.26504973866,50208.595923902874,50996.77429712218,51241.750961598336,52897.312392121996,50933.335563625,51440.15743671372,51868.46499827358,49290.55914588771,50363.031559991985,45171.500240177294,49796.18373017843,53731.0042641693,50917.00092092449,50854.30348214978,51208.314377996816,52575.23238585174,50309.82096632241,43545.12352267535,54329.181738335996,52939.98873726659,54976.250665203246,40645.604814358536,53434.85872046828,53496.49854770606,36112.476537017115,46328.17349335545,41642.92678751233,50471.11782573643,55833.23530144752,55012.195040710474,49589.16001174223,53137.831279450606,39301.50603586569,21520.74515192141,60957.15089471175,59086.516906557576,40610.52342859676,54801.02125732296,44879.32198316059,45533.88770635964,64301.676148555496,54335.069404325375,56473.85079453263,36896.135410824805,38663.00083289023,38384.27952873033,24075.295719221645,31015.412816739557,64811.108481606,0
1.181216039088178,Segment_B,1,36188.07707093237,36154.37865602512,35977.16898050759,34921.31654568633,36932.88358799319,37210.914305371836,36236.471581122525,37726.62123308508,39462.014102869594,37636.65364857246,35435.57802156723,35915.23080765146,40322.48162404069,32539.866132958447,36267.24548730073,48087.62213250903,27696.5127274646,35049.745572294865,41164.987675324446,43096.15778763485,39020.09069644802,30547.395240045316,40317.24123299598,32799.11621565185,34839.30813840647,23776.42129922015,37308.06297567262,23754.251065920256,45741.519226796096,39981.06295958277,31385.674312979867,42631.63560003802,35167.24184663175,29553.936586435462,37945.07181232495,27689.57844956345,36233.7595480692,36467.91770062728,29795.402731361963,51019.599751831665,44052.923029135214,45024.611379633556,46226.521352023716,28344.797827040897,6878.519752988708,49098.05959916554,60078.2179893211,54838.774054012785,40673.545437620545,29078.90511946745,36753.52566779121,0
2.498450458505885,Segment_B,10,54508.376220148064,54442.0853402881,54519.42724766179,53808.341201316274,54721.61742126797,57278.43720875211,54883.46527445366,54338.87140192004,54808.91502650304,52082.512669312266,58492.95864569524,54106.609442483226,54916.14969808402,58743.70647323069,57482.87679782561,47745.009742369875,51173.753190920586,62106.67975701868,53819.61097010938,55997.504248181045,54964.10782764459,51937.340933438674,49909.68221851287,52542.735315897335,38393.11134020826,47308.02900555209,40328.138262128254,39280.294945495174,57352.220380949744,32477.835278736802,65495.767909465496,61340.50539291983,64065.958754567546,66108.38357583804,61357.994171784405,64553.75967719748,61192.34823879812,37379.763889982205,31295.462487590386,57886.49385536315,41666.077465416085,52568.08832640079,54699.68129615752,41421.587745622426,38695.219354480214,85891.4658491611,45739.719872991496,52123.746352584356,37404.55676533568,66882.55360947305,64401.34826398514,1
3.5034396628569455,Segment_A,9,42792.33572097434,42976.58573098737,43798.19810833951,41792.81746005509,41189.92249052222,43668.22799896329,39117.21295781062,42957.469620638134,41761.762422273736,42868.424845870984,44461.02574917632,47786.71987367337,37614.53499903182,40702.07828502955,43771.84347228105,43934.16419769992,40827.780018031444,34627.72543074411,50952.572344310014,40687.456027270986,47248.430231132676,36518.6987337959,46633.711063733535,41024.69542875622,27523.294622001864,41872.01871900641,48718.09162575085,48565.30315475113,34913.76087806859,48726.34028451923,34901.37169006774,33624.36030036355,59142.7927761875,31148.219689082012,58378.255586730236,48220.274136332235,60486.620829500505,44616.00761658766,43333.76125904307,29254.071282029072,63420.823075076194,34899.833833370634,30509.77286434653,25505.406003475582,54501.78877006533,42562.753715442625,42222.496640273836,43914.322563658876,37070.88088423473,27339.40128317155,69290.01272588884,1
3.012545034320351,Segment_C,1,46499.67500248068,46726.927315494875,46695.83142673918,48076.71840156194,46955.91242368784,45960.736866300096,46054.75571394361,42303.45356496326,46793.18900975816,46475.05371154133,47867.3383187255,48581.353561511445,49808.899166951414,49651.100415777146,50502.84886491631,48604.294275425134,43984.05069239464,42274.340176101425,38663.326276202264,47316.98926633151,49393.16871856462,50601.833325969725,48218.593940482155,44833.342625972306,42130.24572190902,47199.967809555565,45762.89702983306,31246.158317206155,48319.32479587948,47597.4227643398,61908.037558641714,43857.03259174287,30774.596051094923,51326.52194363919,55552.215470104085,44173.785741483385,50617.81881494036,70877.75188037675,43660.25597343602,30902.073251580347,35743.68309937594,66983.50358925012,54634.08017587552,52075.27031327506,50285.09328593082,53317.459694176534,54172.77993890429,57199.099270387575,54194.529542844604,9282.666053593719,62078.76604061293,0
